case_id,status,collection_name,method,top_k,split,category,latency_ms,hit_rate_at_k,precision_at_k,recall_at_k,map,ndcg_at_k,mrr,retrieved_chunk_ids,relevant_chunk_ids,relevance_by_chunk,query,error
iir-2009-020,ok,iir_recursive_gold_50_03,hybrid,10,development,procedimental,219.752,1.0,0.2,1.0,1.0,1.0,1.0,"43cd1a06-8966-40d5-b773-d79843de35e2,65fd208a-3a42-49aa-9b73-b9a8264694b6,84d33394-ee04-43f2-b345-6d3c846f372d,f7bcaf12-dfd8-4662-b260-b59fee625b62,ce58cd66-0e1d-426e-b404-1d580fe712ed,b328f7ef-6799-493b-9e3a-067e6b526868,30b8df73-7588-480e-a9dd-bfa440c226cb,ef303be3-de9d-4eec-a1a1-89cb064ea321,825fa07e-d956-4c1f-9d0c-a2c11dc794ef,7bb018ba-d6db-4489-8844-7d508fcdf8cf","43cd1a06-8966-40d5-b773-d79843de35e2,65fd208a-3a42-49aa-9b73-b9a8264694b6","{""43cd1a06-8966-40d5-b773-d79843de35e2"": 2.0, ""65fd208a-3a42-49aa-9b73-b9a8264694b6"": 2.0}",Como champion lists reduzem o custo de calcular os documentos top-K?,
iir-2009-021,ok,iir_recursive_gold_50_03,bm25,10,development,aplicada,235.22,1.0,0.1,1.0,1.0,1.0,1.0,"f7bcaf12-dfd8-4662-b260-b59fee625b62,84d33394-ee04-43f2-b345-6d3c846f372d,ce58cd66-0e1d-426e-b404-1d580fe712ed,be6d40b9-2d3f-462b-9163-b4034c1436ac,1f03fe2b-c3cd-4069-a1d9-3e539e1c58e7,1d5f314a-ea16-4af9-ac5f-e51e22d02a5b,49a94ed8-f336-4df5-8de6-4f3a6b856ffe,ec359b05-ac99-40c1-8a7b-f0020743a667,5b24e45c-bc5e-41fc-abca-3138e776247f,3f0dd7fe-1bcc-4fb2-ba58-a554df28990f",f7bcaf12-dfd8-4662-b260-b59fee625b62,"{""f7bcaf12-dfd8-4662-b260-b59fee625b62"": 2.0}",Como cluster pruning aproxima a recuperação top-K sem pontuar a coleção inteira?,
iir-2009-021,ok,iir_recursive_gold_50_03,dense,10,development,aplicada,211.522,1.0,0.1,1.0,0.333333,0.5,0.333333,"fdc184ea-ebf7-4300-8dbd-e4ac9771cdca,be6d40b9-2d3f-462b-9163-b4034c1436ac,f7bcaf12-dfd8-4662-b260-b59fee625b62,d7fc4565-5461-44c7-aaad-0d6c96b410d3,99e56ed1-e2c4-4f87-9aa3-9e6c7e0d0e6a,c9d168f1-f03f-4fd4-93ba-f2bae0cba532,29e8b87b-e9c4-4006-ab7c-eba5df332a21,cd469edd-3205-4065-8275-cf45d9df17ff,3f0dd7fe-1bcc-4fb2-ba58-a554df28990f,88c4ecff-e24e-4921-b2e5-bd220d14df3f",f7bcaf12-dfd8-4662-b260-b59fee625b62,"{""f7bcaf12-dfd8-4662-b260-b59fee625b62"": 2.0}",Como cluster pruning aproxima a recuperação top-K sem pontuar a coleção inteira?,
iir-2009-021,ok,iir_recursive_gold_50_03,hybrid,10,development,aplicada,220.685,1.0,0.1,1.0,1.0,1.0,1.0,"f7bcaf12-dfd8-4662-b260-b59fee625b62,fdc184ea-ebf7-4300-8dbd-e4ac9771cdca,be6d40b9-2d3f-462b-9163-b4034c1436ac,84d33394-ee04-43f2-b345-6d3c846f372d,ce58cd66-0e1d-426e-b404-1d580fe712ed,d7fc4565-5461-44c7-aaad-0d6c96b410d3,29e8b87b-e9c4-4006-ab7c-eba5df332a21,1f03fe2b-c3cd-4069-a1d9-3e539e1c58e7,99e56ed1-e2c4-4f87-9aa3-9e6c7e0d0e6a,3f0dd7fe-1bcc-4fb2-ba58-a554df28990f",f7bcaf12-dfd8-4662-b260-b59fee625b62,"{""f7bcaf12-dfd8-4662-b260-b59fee625b62"": 2.0}",Como cluster pruning aproxima a recuperação top-K sem pontuar a coleção inteira?,
iir-2009-022,ok,iir_recursive_gold_50_03,bm25,10,development,definicional,207.255,0.0,0.0,0.0,0.0,0.0,0.0,"e7404126-e54f-49cd-9ebe-3c705b7f5562,003637aa-cf83-4ee6-b3b2-f0697015f081,6eecf827-aec2-4b97-9797-5cd8d84ff8d8,badbf748-5fe2-45d6-a501-9d31955ad734,745b7605-5281-4909-a953-0d1bc0fc0eb4,29d6e02f-16a5-4f3b-865b-5bc09c1fc979,647af06a-906a-420d-9a88-1d3adc143595,bb058465-cfa8-4937-9fc4-b85015ecfa3d,8cdf6031-487b-4b33-8696-c74929ecb987,3b10f5f9-27a4-4307-8bf7-793047650c95",9e54b966-ee73-457a-8a32-fdf18c7b83db,"{""9e54b966-ee73-457a-8a32-fdf18c7b83db"": 2.0}",Quais elementos formam uma coleção de teste para avaliar recuperação da informação?,
iir-2009-022,ok,iir_recursive_gold_50_03,dense,10,development,definicional,204.203,1.0,0.1,1.0,0.5,0.63093,0.5,"87faedec-cc19-42b8-8146-44f79af2b91d,9e54b966-ee73-457a-8a32-fdf18c7b83db,8ecab07a-1981-4ecf-9381-a4f3e785fe6e,4a205e45-a476-4a3d-80a2-9820f57465cf,9c792d09-b624-4b77-9d8c-5eeadbd5453c,e7cd6597-29d7-4493-b92b-4e03df88d2ce,e9588246-db32-4f75-a13d-ac6a089b0bf7,4a074b55-c7fc-4a33-ac3d-18ca41e0aa99,8cdf6031-487b-4b33-8696-c74929ecb987,2245177d-a4d0-4dbf-bbb0-78909f60c802",9e54b966-ee73-457a-8a32-fdf18c7b83db,"{""9e54b966-ee73-457a-8a32-fdf18c7b83db"": 2.0}",Quais elementos formam uma coleção de teste para avaliar recuperação da informação?,
iir-2009-022,ok,iir_recursive_gold_50_03,hybrid,10,development,definicional,206.979,1.0,0.1,1.0,0.333333,0.5,0.333333,"e7404126-e54f-49cd-9ebe-3c705b7f5562,87faedec-cc19-42b8-8146-44f79af2b91d,9e54b966-ee73-457a-8a32-fdf18c7b83db,003637aa-cf83-4ee6-b3b2-f0697015f081,8ecab07a-1981-4ecf-9381-a4f3e785fe6e,6eecf827-aec2-4b97-9797-5cd8d84ff8d8,745b7605-5281-4909-a953-0d1bc0fc0eb4,8cdf6031-487b-4b33-8696-c74929ecb987,badbf748-5fe2-45d6-a501-9d31955ad734,4a205e45-a476-4a3d-80a2-9820f57465cf",9e54b966-ee73-457a-8a32-fdf18c7b83db,"{""9e54b966-ee73-457a-8a32-fdf18c7b83db"": 2.0}",Quais elementos formam uma coleção de teste para avaliar recuperação da informação?,
iir-2009-023,ok,iir_recursive_gold_50_03,bm25,10,development,comparativa,209.102,1.0,0.1,1.0,0.25,0.430677,0.25,"26b98c96-f6f7-4132-9210-9d0603607368,ad82a615-1297-4df2-9def-bbc6d4d0ccbf,7ce3b498-f396-4676-a24a-7d308818e7ed,9b98adc0-3c88-4be3-9c27-c19df898922c,e775ee4a-3a5f-4ea4-880a-b6a5728eefd5,9f95bd35-f07d-4b21-950c-d725455c812a,bab51270-b9b7-4aea-8675-a42e4f7c95e1,07be8dbe-c448-4f7e-a380-4285629e20f4,e9848c36-8fdb-4e4c-8a35-2235fc438a52,f447f313-a9ad-43d3-8513-4e125f67177e",9b98adc0-3c88-4be3-9c27-c19df898922c,"{""9b98adc0-3c88-4be3-9c27-c19df898922c"": 2.0}",Como o F1 combina precisão e recall e quando outros valores de beta são úteis?,
iir-2009-023,ok,iir_recursive_gold_50_03,dense,10,development,comparativa,206.728,1.0,0.1,1.0,1.0,1.0,1.0,"9b98adc0-3c88-4be3-9c27-c19df898922c,ad82a615-1297-4df2-9def-bbc6d4d0ccbf,6d46d2dc-d660-46cc-bc63-cc341ba400d2,9f95bd35-f07d-4b21-950c-d725455c812a,8c0d76b2-9d5d-418a-ae6a-8387f01674d4,e775ee4a-3a5f-4ea4-880a-b6a5728eefd5,8cdf6031-487b-4b33-8696-c74929ecb987,2d20848e-eb83-47dd-9bd6-91e0a77cefba,9bf7334b-86f6-4151-a837-f6a8c30089d5,2381ef14-166f-4f5c-a795-ad7a46ef4e08",9b98adc0-3c88-4be3-9c27-c19df898922c,"{""9b98adc0-3c88-4be3-9c27-c19df898922c"": 2.0}",Como o F1 combina precisão e recall e quando outros valores de beta são úteis?,
iir-2009-023,ok,iir_recursive_gold_50_03,hybrid,10,development,comparativa,220.816,1.0,0.1,1.0,1.0,1.0,1.0,"9b98adc0-3c88-4be3-9c27-c19df898922c,ad82a615-1297-4df2-9def-bbc6d4d0ccbf,26b98c96-f6f7-4132-9210-9d0603607368,9f95bd35-f07d-4b21-950c-d725455c812a,e775ee4a-3a5f-4ea4-880a-b6a5728eefd5,6d46d2dc-d660-46cc-bc63-cc341ba400d2,7ce3b498-f396-4676-a24a-7d308818e7ed,8cdf6031-487b-4b33-8696-c74929ecb987,8c0d76b2-9d5d-418a-ae6a-8387f01674d4,9bf7334b-86f6-4151-a837-f6a8c30089d5",9b98adc0-3c88-4be3-9c27-c19df898922c,"{""9b98adc0-3c88-4be3-9c27-c19df898922c"": 2.0}",Como o F1 combina precisão e recall e quando outros valores de beta são úteis?,
iir-2009-024,ok,iir_recursive_gold_50_03,bm25,10,development,conceitual,208.034,1.0,0.1,1.0,1.0,1.0,1.0,"52dcd2aa-9dfe-4a48-b55b-dedcaf906571,e775ee4a-3a5f-4ea4-880a-b6a5728eefd5,9b98adc0-3c88-4be3-9c27-c19df898922c,99fbc655-3a0a-4fd9-bd55-ea77cec79928,40bb5355-0e21-4e14-9ad2-1790ccb864c1,9c792d09-b624-4b77-9d8c-5eeadbd5453c,26b98c96-f6f7-4132-9210-9d0603607368,9bf7334b-86f6-4151-a837-f6a8c30089d5,e0e1bb89-756b-4163-ab73-1c5e813f93d5,3f0dd7fe-1bcc-4fb2-ba58-a554df28990f",52dcd2aa-9dfe-4a48-b55b-dedcaf906571,"{""52dcd2aa-9dfe-4a48-b55b-dedcaf906571"": 2.0}",Por que Mean Average Precision é adequada para comparar sistemas ranqueados?,
iir-2009-024,ok,iir_recursive_gold_50_03,dense,10,development,conceitual,207.132,1.0,0.1,1.0,0.25,0.430677,0.25,"ad82a615-1297-4df2-9def-bbc6d4d0ccbf,8f6d3776-6c67-4cb4-ae02-df89ee7b5b36,9bf7334b-86f6-4151-a837-f6a8c30089d5,52dcd2aa-9dfe-4a48-b55b-dedcaf906571,8ecab07a-1981-4ecf-9381-a4f3e785fe6e,c11df933-9203-45cd-8893-868f7ebb7252,e775ee4a-3a5f-4ea4-880a-b6a5728eefd5,9b98adc0-3c88-4be3-9c27-c19df898922c,bab51270-b9b7-4aea-8675-a42e4f7c95e1,badbf748-5fe2-45d6-a501-9d31955ad734",52dcd2aa-9dfe-4a48-b55b-dedcaf906571,"{""52dcd2aa-9dfe-4a48-b55b-dedcaf906571"": 2.0}",Por que Mean Average Precision é adequada para comparar sistemas ranqueados?,
iir-2009-024,ok,iir_recursive_gold_50_03,hybrid,10,development,conceitual,208.635,1.0,0.1,1.0,1.0,1.0,1.0,"52dcd2aa-9dfe-4a48-b55b-dedcaf906571,ad82a615-1297-4df2-9def-bbc6d4d0ccbf,e775ee4a-3a5f-4ea4-880a-b6a5728eefd5,9b98adc0-3c88-4be3-9c27-c19df898922c,9bf7334b-86f6-4151-a837-f6a8c30089d5,8f6d3776-6c67-4cb4-ae02-df89ee7b5b36,99fbc655-3a0a-4fd9-bd55-ea77cec79928,40bb5355-0e21-4e14-9ad2-1790ccb864c1,9c792d09-b624-4b77-9d8c-5eeadbd5453c,8ecab07a-1981-4ecf-9381-a4f3e785fe6e",52dcd2aa-9dfe-4a48-b55b-dedcaf906571,"{""52dcd2aa-9dfe-4a48-b55b-dedcaf906571"": 2.0}",Por que Mean Average Precision é adequada para comparar sistemas ranqueados?,
iir-2009-025,ok,iir_recursive_gold_50_03,bm25,10,development,procedimental,206.213,1.0,0.1,1.0,0.25,0.430677,0.25,"151b6502-3936-41e3-a4a8-3860f50c29e1,40bb5355-0e21-4e14-9ad2-1790ccb864c1,75cc3550-097b-4f6a-bf2e-88e90bd28497,07a9e052-5df0-4c02-92f8-269bebde12f5,6f7ba3ae-0f17-45ea-9ce0-c9862851712e,04852fe6-414d-4322-8551-55685e05fdbd,428d2b40-3de5-47b6-8bd4-7a249bc191a8,6d46d2dc-d660-46cc-bc63-cc341ba400d2,2401423a-c31d-4933-9fdd-d6a3e1e9a643,8cb02cd2-e1ae-4c03-baf0-546fba24209a",07a9e052-5df0-4c02-92f8-269bebde12f5,"{""07a9e052-5df0-4c02-92f8-269bebde12f5"": 2.0}",Qual é o fluxo básico de relevance feedback?,
iir-2009-025,ok,iir_recursive_gold_50_03,dense,10,development,procedimental,203.659,1.0,0.1,1.0,0.166667,0.356207,0.166667,"40bb5355-0e21-4e14-9ad2-1790ccb864c1,04852fe6-414d-4322-8551-55685e05fdbd,75cc3550-097b-4f6a-bf2e-88e90bd28497,6d46d2dc-d660-46cc-bc63-cc341ba400d2,ee69f65a-03bd-40f4-aedc-0d7d4ff166d5,07a9e052-5df0-4c02-92f8-269bebde12f5,6f7ba3ae-0f17-45ea-9ce0-c9862851712e,151b6502-3936-41e3-a4a8-3860f50c29e1,094f7103-6fc4-4418-a016-0e0a88db5805,8cb02cd2-e1ae-4c03-baf0-546fba24209a",07a9e052-5df0-4c02-92f8-269bebde12f5,"{""07a9e052-5df0-4c02-92f8-269bebde12f5"": 2.0}",Qual é o fluxo básico de relevance feedback?,
iir-2009-025,ok,iir_recursive_gold_50_03,hybrid,10,development,procedimental,201.34,1.0,0.1,1.0,0.2,0.386853,0.2,"40bb5355-0e21-4e14-9ad2-1790ccb864c1,151b6502-3936-41e3-a4a8-3860f50c29e1,75cc3550-097b-4f6a-bf2e-88e90bd28497,04852fe6-414d-4322-8551-55685e05fdbd,07a9e052-5df0-4c02-92f8-269bebde12f5,6d46d2dc-d660-46cc-bc63-cc341ba400d2,6f7ba3ae-0f17-45ea-9ce0-c9862851712e,ee69f65a-03bd-40f4-aedc-0d7d4ff166d5,428d2b40-3de5-47b6-8bd4-7a249bc191a8,8cb02cd2-e1ae-4c03-baf0-546fba24209a",07a9e052-5df0-4c02-92f8-269bebde12f5,"{""07a9e052-5df0-4c02-92f8-269bebde12f5"": 2.0}",Qual é o fluxo básico de relevance feedback?,
iir-2009-026,ok,iir_recursive_gold_50_03,bm25,10,development,comparativa,205.08,1.0,0.1,1.0,0.333333,0.5,0.333333,"40bb5355-0e21-4e14-9ad2-1790ccb864c1,151b6502-3936-41e3-a4a8-3860f50c29e1,75cc3550-097b-4f6a-bf2e-88e90bd28497,07a9e052-5df0-4c02-92f8-269bebde12f5,428d2b40-3de5-47b6-8bd4-7a249bc191a8,6f7ba3ae-0f17-45ea-9ce0-c9862851712e,6d46d2dc-d660-46cc-bc63-cc341ba400d2,8cb02cd2-e1ae-4c03-baf0-546fba24209a,6adb2ee0-db29-4990-9b0a-7120d5261fc9,4a205e45-a476-4a3d-80a2-9820f57465cf",75cc3550-097b-4f6a-bf2e-88e90bd28497,"{""75cc3550-097b-4f6a-bf2e-88e90bd28497"": 2.0}",O que diferencia pseudo relevance feedback de relevance feedback explícito?,
iir-2009-026,ok,iir_recursive_gold_50_03,dense,10,development,comparativa,203.422,1.0,0.1,1.0,1.0,1.0,1.0,"75cc3550-097b-4f6a-bf2e-88e90bd28497,40bb5355-0e21-4e14-9ad2-1790ccb864c1,04852fe6-414d-4322-8551-55685e05fdbd,6d46d2dc-d660-46cc-bc63-cc341ba400d2,8cb02cd2-e1ae-4c03-baf0-546fba24209a,151b6502-3936-41e3-a4a8-3860f50c29e1,6f7ba3ae-0f17-45ea-9ce0-c9862851712e,07a9e052-5df0-4c02-92f8-269bebde12f5,ee69f65a-03bd-40f4-aedc-0d7d4ff166d5,428d2b40-3de5-47b6-8bd4-7a249bc191a8",75cc3550-097b-4f6a-bf2e-88e90bd28497,"{""75cc3550-097b-4f6a-bf2e-88e90bd28497"": 2.0}",O que diferencia pseudo relevance feedback de relevance feedback explícito?,
iir-2009-026,ok,iir_recursive_gold_50_03,hybrid,10,development,comparativa,220.105,1.0,0.1,1.0,0.5,0.63093,0.5,"40bb5355-0e21-4e14-9ad2-1790ccb864c1,75cc3550-097b-4f6a-bf2e-88e90bd28497,151b6502-3936-41e3-a4a8-3860f50c29e1,04852fe6-414d-4322-8551-55685e05fdbd,6d46d2dc-d660-46cc-bc63-cc341ba400d2,07a9e052-5df0-4c02-92f8-269bebde12f5,8cb02cd2-e1ae-4c03-baf0-546fba24209a,6f7ba3ae-0f17-45ea-9ce0-c9862851712e,428d2b40-3de5-47b6-8bd4-7a249bc191a8,ee69f65a-03bd-40f4-aedc-0d7d4ff166d5",75cc3550-097b-4f6a-bf2e-88e90bd28497,"{""75cc3550-097b-4f6a-bf2e-88e90bd28497"": 2.0}",O que diferencia pseudo relevance feedback de relevance feedback explícito?,
iir-2009-027,ok,iir_recursive_gold_50_03,bm25,10,development,definicional,198.361,0.0,0.0,0.0,0.0,0.0,0.0,"647af06a-906a-420d-9a88-1d3adc143595,6eecf827-aec2-4b97-9797-5cd8d84ff8d8,52c69240-2938-4d7a-8494-e911a5106dd8,bea2a817-fc7b-415a-b3e1-4c6d3b848ee0,e0e1bb89-756b-4163-ab73-1c5e813f93d5,e6943e98-9d57-444f-86e5-6993d409ea5d,a1e2852e-bb14-4b7a-b3c8-ca6a2fa5dbda,3b10f5f9-27a4-4307-8bf7-793047650c95,151b6502-3936-41e3-a4a8-3860f50c29e1,9c792d09-b624-4b77-9d8c-5eeadbd5453c",e2ccb51b-642b-4f47-a118-407afe98680a,"{""e2ccb51b-642b-4f47-a118-407afe98680a"": 2.0}",O que caracteriza a recuperação estruturada em documentos XML?,
iir-2009-027,ok,iir_recursive_gold_50_03,dense,10,development,definicional,197.88,1.0,0.1,1.0,0.166667,0.356207,0.166667,"e0e1bb89-756b-4163-ab73-1c5e813f93d5,647af06a-906a-420d-9a88-1d3adc143595,52c69240-2938-4d7a-8494-e911a5106dd8,059bdacb-afbf-46a6-9a0e-65265c9a81a1,bea2a817-fc7b-415a-b3e1-4c6d3b848ee0,e2ccb51b-642b-4f47-a118-407afe98680a,3b10f5f9-27a4-4307-8bf7-793047650c95,e6943e98-9d57-444f-86e5-6993d409ea5d,beca2857-8e9a-42f4-a7a3-f3ff9e897cfb,9c792d09-b624-4b77-9d8c-5eeadbd5453c",e2ccb51b-642b-4f47-a118-407afe98680a,"{""e2ccb51b-642b-4f47-a118-407afe98680a"": 2.0}",O que caracteriza a recuperação estruturada em documentos XML?,
iir-2009-027,ok,iir_recursive_gold_50_03,hybrid,10,development,definicional,200.22,1.0,0.1,1.0,0.111111,0.30103,0.111111,"647af06a-906a-420d-9a88-1d3adc143595,e0e1bb89-756b-4163-ab73-1c5e813f93d5,52c69240-2938-4d7a-8494-e911a5106dd8,6eecf827-aec2-4b97-9797-5cd8d84ff8d8,bea2a817-fc7b-415a-b3e1-4c6d3b848ee0,e6943e98-9d57-444f-86e5-6993d409ea5d,059bdacb-afbf-46a6-9a0e-65265c9a81a1,3b10f5f9-27a4-4307-8bf7-793047650c95,e2ccb51b-642b-4f47-a118-407afe98680a,9c792d09-b624-4b77-9d8c-5eeadbd5453c",e2ccb51b-642b-4f47-a118-407afe98680a,"{""e2ccb51b-642b-4f47-a118-407afe98680a"": 2.0}",O que caracteriza a recuperação estruturada em documentos XML?,
iir-2009-028,ok,iir_recursive_gold_50_03,bm25,10,development,conceitual,216.29,1.0,0.1,1.0,1.0,1.0,1.0,"946034b8-2609-4cdc-afd1-e1deddce61c2,c64c1151-e9ff-464e-9c34-87246df7ae27,d704a2d1-79a7-49b1-abf7-1f07480ae32d,7a2d66f7-1701-4f0f-bb4a-76bfd0da1336,78d82523-d3fe-45cc-869e-d6aa19c9b51e,ee69f65a-03bd-40f4-aedc-0d7d4ff166d5,7113ee47-0c6f-4075-8a4f-d2a2bebd5641,4a074b55-c7fc-4a33-ac3d-18ca41e0aa99,cdcac76d-012e-459c-b57b-b7d525df9c32,65326072-b72e-45b4-9ea4-d02ad7701de2",946034b8-2609-4cdc-afd1-e1deddce61c2,"{""946034b8-2609-4cdc-afd1-e1deddce61c2"": 2.0}",Qual ordenação o Probability Ranking Principle recomenda no caso de perda 1/0?,
iir-2009-028,ok,iir_recursive_gold_50_03,dense,10,development,conceitual,215.411,1.0,0.1,1.0,1.0,1.0,1.0,"946034b8-2609-4cdc-afd1-e1deddce61c2,c64c1151-e9ff-464e-9c34-87246df7ae27,d704a2d1-79a7-49b1-abf7-1f07480ae32d,ee69f65a-03bd-40f4-aedc-0d7d4ff166d5,27a4fad2-384e-4a7c-9dea-77dd341590a4,6adb2ee0-db29-4990-9b0a-7120d5261fc9,2c13ee90-1d44-485c-b013-26e5b98c92d3,1bc144e8-e8ee-4980-b5ca-e8db1ec69005,cf9c3150-da93-4625-b5ac-166ec1cee489,ad82a615-1297-4df2-9def-bbc6d4d0ccbf",946034b8-2609-4cdc-afd1-e1deddce61c2,"{""946034b8-2609-4cdc-afd1-e1deddce61c2"": 2.0}",Qual ordenação o Probability Ranking Principle recomenda no caso de perda 1/0?,
iir-2009-028,ok,iir_recursive_gold_50_03,hybrid,10,development,conceitual,226.973,1.0,0.1,1.0,1.0,1.0,1.0,"946034b8-2609-4cdc-afd1-e1deddce61c2,c64c1151-e9ff-464e-9c34-87246df7ae27,d704a2d1-79a7-49b1-abf7-1f07480ae32d,ee69f65a-03bd-40f4-aedc-0d7d4ff166d5,7a2d66f7-1701-4f0f-bb4a-76bfd0da1336,78d82523-d3fe-45cc-869e-d6aa19c9b51e,27a4fad2-384e-4a7c-9dea-77dd341590a4,6adb2ee0-db29-4990-9b0a-7120d5261fc9,7113ee47-0c6f-4075-8a4f-d2a2bebd5641,c80be2e3-457a-49f5-aab3-aac5e5ffc956",946034b8-2609-4cdc-afd1-e1deddce61c2,"{""946034b8-2609-4cdc-afd1-e1deddce61c2"": 2.0}",Qual ordenação o Probability Ranking Principle recomenda no caso de perda 1/0?,
iir-2009-029,ok,iir_recursive_gold_50_03,bm25,10,development,definicional,204.166,1.0,0.1,1.0,1.0,1.0,1.0,"78d82523-d3fe-45cc-869e-d6aa19c9b51e,b421feb9-448e-4f05-a959-f94c344a3194,cda3dc9b-3586-4d6e-8d12-d5ad6a31ffff,0105d058-2748-42c1-a646-033ff7e6557b,1bc144e8-e8ee-4980-b5ca-e8db1ec69005,d53291cb-0714-4859-9262-9ccab7994c02,0570a255-25df-4dfa-992c-b66ff8c8da57,2245177d-a4d0-4dbf-bbb0-78909f60c802,5427cdc8-6faa-4ca9-983e-dfbfa23af175,ee69f65a-03bd-40f4-aedc-0d7d4ff166d5",78d82523-d3fe-45cc-869e-d6aa19c9b51e,"{""78d82523-d3fe-45cc-869e-d6aa19c9b51e"": 2.0}",Quais simplificações definem o Binary Independence Model?,
iir-2009-029,ok,iir_recursive_gold_50_03,dense,10,development,definicional,202.324,1.0,0.1,1.0,1.0,1.0,1.0,"78d82523-d3fe-45cc-869e-d6aa19c9b51e,b421feb9-448e-4f05-a959-f94c344a3194,ae0ec5d5-1567-41dd-a2a0-e20685b2384d,cda3dc9b-3586-4d6e-8d12-d5ad6a31ffff,2245177d-a4d0-4dbf-bbb0-78909f60c802,a54d0287-9760-4dfd-a2cb-92c106b10bfd,2401423a-c31d-4933-9fdd-d6a3e1e9a643,2381ef14-166f-4f5c-a795-ad7a46ef4e08,5427cdc8-6faa-4ca9-983e-dfbfa23af175,4fecb465-63c4-48db-aaa5-448c701316ab",78d82523-d3fe-45cc-869e-d6aa19c9b51e,"{""78d82523-d3fe-45cc-869e-d6aa19c9b51e"": 2.0}",Quais simplificações definem o Binary Independence Model?,
iir-2009-029,ok,iir_recursive_gold_50_03,hybrid,10,development,definicional,204.628,1.0,0.1,1.0,1.0,1.0,1.0,"78d82523-d3fe-45cc-869e-d6aa19c9b51e,b421feb9-448e-4f05-a959-f94c344a3194,cda3dc9b-3586-4d6e-8d12-d5ad6a31ffff,ae0ec5d5-1567-41dd-a2a0-e20685b2384d,2245177d-a4d0-4dbf-bbb0-78909f60c802,0105d058-2748-42c1-a646-033ff7e6557b,a54d0287-9760-4dfd-a2cb-92c106b10bfd,5427cdc8-6faa-4ca9-983e-dfbfa23af175,2381ef14-166f-4f5c-a795-ad7a46ef4e08,1bc144e8-e8ee-4980-b5ca-e8db1ec69005",78d82523-d3fe-45cc-869e-d6aa19c9b51e,"{""78d82523-d3fe-45cc-869e-d6aa19c9b51e"": 2.0}",Quais simplificações definem o Binary Independence Model?,
iir-2009-030,ok,iir_recursive_gold_50_03,bm25,10,development,comparativa,229.313,1.0,0.1,1.0,1.0,1.0,1.0,"ae0ec5d5-1567-41dd-a2a0-e20685b2384d,7a2d66f7-1701-4f0f-bb4a-76bfd0da1336,2c13ee90-1d44-485c-b013-26e5b98c92d3,bd3d60e6-376f-4922-a3d4-d77a8959badf,644a8723-a926-4fcb-8273-003d4583c948,0570a255-25df-4dfa-992c-b66ff8c8da57,b1b695d1-20d6-44b8-ae29-11b33da41984,d704a2d1-79a7-49b1-abf7-1f07480ae32d,78d82523-d3fe-45cc-869e-d6aa19c9b51e,8a10c3cd-1231-4b29-86ca-8c0dfcf3ac65",ae0ec5d5-1567-41dd-a2a0-e20685b2384d,"{""ae0ec5d5-1567-41dd-a2a0-e20685b2384d"": 2.0}",Por que o BM25 é mais apropriado que o BIM binário para documentos de texto completo?,
iir-2009-030,ok,iir_recursive_gold_50_03,dense,10,development,comparativa,223.107,1.0,0.1,1.0,1.0,1.0,1.0,"ae0ec5d5-1567-41dd-a2a0-e20685b2384d,ee41af0f-02dd-4712-8ef7-140e38c587c0,cda3dc9b-3586-4d6e-8d12-d5ad6a31ffff,565cd755-8761-4d25-987d-c6643e967a8f,bd3d60e6-376f-4922-a3d4-d77a8959badf,d89ed218-09b2-4a3b-a3c5-85e98c564ac7,b4a44776-4354-4df4-961d-0a8215385303,e9848c36-8fdb-4e4c-8a35-2235fc438a52,bab51270-b9b7-4aea-8675-a42e4f7c95e1,7bf66a9a-fc14-4325-ab27-85f04e44eec1",ae0ec5d5-1567-41dd-a2a0-e20685b2384d,"{""ae0ec5d5-1567-41dd-a2a0-e20685b2384d"": 2.0}",Por que o BM25 é mais apropriado que o BIM binário para documentos de texto completo?,
iir-2009-030,ok,iir_recursive_gold_50_03,hybrid,10,development,comparativa,227.589,1.0,0.1,1.0,1.0,1.0,1.0,"ae0ec5d5-1567-41dd-a2a0-e20685b2384d,bd3d60e6-376f-4922-a3d4-d77a8959badf,ee41af0f-02dd-4712-8ef7-140e38c587c0,7a2d66f7-1701-4f0f-bb4a-76bfd0da1336,565cd755-8761-4d25-987d-c6643e967a8f,cda3dc9b-3586-4d6e-8d12-d5ad6a31ffff,2c13ee90-1d44-485c-b013-26e5b98c92d3,644a8723-a926-4fcb-8273-003d4583c948,b1b695d1-20d6-44b8-ae29-11b33da41984,0570a255-25df-4dfa-992c-b66ff8c8da57",ae0ec5d5-1567-41dd-a2a0-e20685b2384d,"{""ae0ec5d5-1567-41dd-a2a0-e20685b2384d"": 2.0}",Por que o BM25 é mais apropriado que o BIM binário para documentos de texto completo?,
